,Episode,Average Waiting Time
189,190,6.733727245833595
190,191,4.733519595034932
191,192,8.936327109717269
192,193,5.130200498285812
193,194,23.336778276655032
194,195,4.686945234681678
195,196,4.352428889875826
196,197,7.010511272111363
197,198,8.481654394840987
198,199,5.484359750509619
199,200,4.6896116338088225
200,201,5.688010211038051
201,202,9.597771079093416
202,203,5.7967784913171245
203,204,6.104729113335718
204,205,3.3052076615928083
205,206,1.3720336690950763
206,207,10.001266732905876
207,208,6.749859193078718
208,209,9.37509172047715
209,210,2.418268628478924
210,211,8.227313370122305
211,212,8.719893676576135
212,213,14.195413099796765
213,214,15.293522552554315
214,215,5.05831617598909
215,216,6.821526066287337
216,217,4.161037788992329
217,218,7.608828317475104
218,219,18.736417645941188
219,220,9.792885623396494
220,221,12.90287020005961
221,222,8.304620855594157
222,223,3.949946581983227
223,224,8.300533430090738
224,225,2.5986165806144004
225,226,7.116673430657825
226,227,7.9826366291831
227,228,12.375093630734446
228,229,2.161633231439804
229,230,2.584168819820849
230,231,4.806281540844578
231,232,12.527380749727092
232,233,7.598515110867273
233,234,5.8396117484652
234,235,12.217071173781388
235,236,9.246923273312628
236,237,7.546842583454178
237,238,6.19183272371205
238,239,7.862717289762771
239,240,12.33630952547707
240,241,3.577732202266797
241,242,4.766444217092148
242,243,10.327442072275558
243,244,10.998401146796535
244,245,9.837793341057637
245,246,11.800181045209737
246,247,7.867446371748946
247,248,6.1444221425919965
248,249,8.507461220044489
249,250,8.882134548766437
250,251,10.43859637965933
251,252,3.984516080603892
252,253,5.71038364993899
253,254,10.115236047642425
254,255,18.554004871222126
255,256,14.365279614496153
256,257,6.964651129956076
